price,rating,os,sim_type,network_type,NFC,chipset,core_type,clock_ghz,ram_gb,storage_gb,battery_mah,screen_size_in,display_type,rear_camera,front_camera,company_name,resx,resy,ppi,performance_score
10999,7.4,Andriod,Dual,4g,False,Helio,Octa Core,2.0,4,4,5000.0,6.6,Punch Hole,50,16,realme,1080,2412,400.4171378669008,8.0
21990,8.2,Andriod,Dual,5g,False,Other,Octa Core,2.2,8,8,5000.0,6.58,Water Drop Notch,50,16,vivo,1080,2408,401.07946472241093,17.6
31999,8.5,Andriod,Dual,5g,False,Other,Octa Core,2.0,12,12,4500.0,6.44,Water Drop Notch,64,50,vivo,1080,2408,409.7985835207242,24.0
11999,7.7,Andriod,Dual,4g,False,Helio,Octa Core,2.05,6,6,5000.0,6.43,Punch Hole,64,16,poco,1080,2400,409.3010052776606,12.299999999999999
36999,8.9,Andriod,Dual,5g,False,Other,Octa Core,2.5,8,8,4500.0,6.8,Punch Hole,200,32,infinix,1080,2400,387.03021528461136,20.0
6999,6.2,Andriod,Dual,4g,False,Helio,Quad Core,2.0,3,3,5000.0,6.56,Water Drop Notch,13,5,tecno,720,1600,267.45990487147935,6.0
14999,7.8,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.2,4,4,5000.0,6.6,Water Drop Notch,50,8,samsung,1080,2408,399.8640724050703,8.8
14499,7.9,Andriod,Dual,5g,False,Other,Octa Core,2.2,8,8,5000.0,6.6,Water Drop Notch,50,8,realme,1080,2408,399.8640724050703,17.6
27999,8.4,Andriod,Dual,5g,True,Other,Octa Core,3.1,8,8,4200.0,6.43,Punch Hole,50,32,oneplus,1080,2400,409.3010052776606,24.8
20499,8.6,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.2,8,8,5000.0,6.6,Punch Hole,50,16,motorola,1080,2400,398.7584036265693,17.6
8099,6.0,Andriod,Dual,4g,False,Other,Quad Core,1.6,4,4,5000.0,6.5,Water Drop Notch,13,8,other,720,1600,269.92876553183146,6.4
10999,6.5,Andriod,Dual,4g,False,Other,Quad Core,1.8,8,8,5000.0,6.5,Small Notch,13,5,other,720,1600,269.92876553183146,14.4
3499,6.3,Andriod,Dual,4g,False,Other,Octa Core,2.0,3,3,4000.0,6.1,Water Drop Notch,13,5,realme,720,1560,281.6620537037971,6.0
34999,8.5,Andriod,Dual,5g,False,Other,Octa Core,2.84,6,6,6000.0,6.67,Punch Hole,64,32,samsung,1080,2412,396.2148590587024,17.04
46999,8.0,Andriod,Dual,5g,False,Snapdragon,Octa Core,3.0,12,12,6000.0,6.9,Punch Hole,200,32,nokia,1400,3200,506.2101216397965,36.0
39999,8.8,Andriod,Dual,5g,True,Other,Octa Core,2.9,8,8,4400.0,6.55,Punch Hole,50,32,motorola,1080,2400,401.8023609061614,23.2
11828,7.0,Andriod,Dual,4g,False,Other,Octa Core,1.8,4,4,5000.0,6.6,Water Drop Notch,50,8,realme,1080,2408,399.8640724050703,7.2
45999,8.6,Andriod,Dual,5g,True,Other,Octa Core,2.85,12,12,4500.0,6.7,Punch Hole,50,32,oppo,1080,2412,394.44076267485747,34.2
18999,8.1,Andriod,Dual,5g,False,Snapdragon,Octa Core,2.2,6,6,5000.0,6.59,Punch Hole,50,16,oneplus,1080,2412,401.0247511261829,13.200000000000001
17999,8.4,Andriod,Dual,5g,False,Other,Octa Core,2.2,8,8,5000.0,6.67,Punch Hole,64,16,poco,1080,2400,394.57353282389164,17.6
8499,6.6,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.5,Water Drop Notch,13,5,samsung,720,1600,269.92876553183146,9.2
17999,7.6,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,8,8,5000.0,6.56,Water Drop Notch,50,8,oppo,720,1600,267.45990487147935,19.2
14450,7.5,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.6,Water Drop Notch,50,8,samsung,1080,2408,399.8640724050703,8.0
54999,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,4610.0,6.67,Punch Hole,200,60,motorola,1080,2400,394.57353282389164,25.6
71999,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,12,12,5000.0,6.6,Punch Hole,108,32,xiaomi,1440,3200,531.6778715020923,38.400000000000006
12999,7.9,Andriod,Dual,4g,True,Snapdragon,Octa Core,2.4,6,6,5000.0,6.6,Punch Hole,50,16,motorola,2460,1080,407.0656941316021,14.399999999999999
11499,7.5,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,4,4,5000.0,6.58,Water Drop Notch,50,8,poco,1080,2400,399.97043524853456,8.8
35999,8.7,Andriod,Dual,5g,True,Other,Octa Core,2.5,12,12,4500.0,6.55,Punch Hole,50,16,other,1080,2400,401.8023609061614,30.0
11999,7.3,Andriod,Dual,4g,False,Helio,Octa Core,2.2,8,8,6000.0,6.82,Water Drop Notch,50,8,tecno,720,1600,257.2634862106898,17.6
27994,8.2,Andriod,Dual,5g,False,Dimensity,Octa Core,2.6,8,8,5000.0,6.67,Punch Hole,50,16,xiaomi,1080,2400,394.57353282389164,20.8
39999,8.6,Andriod,Dual,5g,False,Other,Octa Core,3.0,12,12,4830.0,6.56,Punch Hole,64,32,vivo,1080,2376,397.85639181347983,36.0
15499,7.9,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,6,6,5000.0,6.5,Punch Hole,48,16,realme,1080,2400,404.89314829774725,14.399999999999999
18999,8.0,Andriod,Dual,5g,False,Snapdragon,Octa Core,2.2,6,6,5000.0,6.6,Punch Hole,64,16,realme,1080,2412,400.4171378669008,13.200000000000001
10999,7.3,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,4,4,5000.0,6.5,Water Drop Notch,50,8,other,1600,720,269.92876553183146,8.8
27999,8.1,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.2,8,8,5100.0,6.67,Punch Hole,64,16,honor,1080,2400,394.57353282389164,17.6
9999,7.4,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,7000.0,6.95,Punch Hole,50,8,tecno,1080,2460,386.5659829163415,8.0
31994,8.5,Andriod,Dual,5g,False,Other,Octa Core,3.0,8,8,4300.0,6.56,Small Notch,108,50,vivo,1080,2376,397.85639181347983,24.0
9299,6.5,Andriod,Dual,4g,False,Helio,Octa Core,2.3,3,3,5000.0,6.5,Water Drop Notch,13,5,samsung,720,1600,269.92876553183146,6.8999999999999995
29990,8.4,Andriod,Dual,5g,True,Other,Octa Core,3.2,8,8,5500.0,6.67,Punch Hole,64,16,xiaomi,1440,3200,526.0980437651888,25.6
25900,7.8,Andriod,Dual,5g,False,Dimensity,Octa Core,2.5,6,6,4500.0,6.4,Punch Hole,50,16,realme,1080,2400,411.2196037398995,15.0
16999,7.8,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,6,6,5000.0,6.6,Punch Hole,50,8,realme,1080,2408,399.8640724050703,14.399999999999999
24999,8.5,Andriod,Dual,5g,True,Other,Octa Core,2.5,8,8,4020.0,6.5,Punch Hole,50,32,motorola,1080,2400,404.89314829774725,20.0
12188,7.9,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,6,6,5000.0,6.43,Punch Hole,50,13,xiaomi,1080,2400,409.3010052776606,14.399999999999999
7499,6.8,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.53,Water Drop Notch,13,5,poco,720,1600,268.68866400565156,9.2
17999,7.9,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,6,6,5000.0,6.6,Punch Hole,48,16,realme,1080,2400,398.7584036265693,14.399999999999999
24999,7.9,Andriod,Dual,5g,False,Snapdragon,Octa Core,3.2,6,6,5000.0,6.62,Punch Hole,64,16,realme,1080,2400,397.5536954585132,19.200000000000003
45999,8.6,Andriod,Dual,5g,True,Other,Octa Core,2.85,12,12,4500.0,6.7,Punch Hole,50,32,oppo,1080,2412,394.44076267485747,34.2
65499,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,12,12,5000.0,6.7,Punch Hole,50,32,oneplus,1440,3216,525.9210168998101,36.0
58990,8.9,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,4700.0,6.78,Punch Hole,50,16,iqoo,1440,3200,517.5625297807978,25.6
11999,7.4,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,4,4,5000.0,6.58,Water Drop Notch,50,8,vivo,1080,2408,401.07946472241093,9.6
11999,7.7,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,8,8,6000.0,6.7,Punch Hole,50,5,xiaomi,720,1650,268.6940272598955,19.2
18990,7.6,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,6,6,5000.0,6.56,Water Drop Notch,50,8,oppo,720,1612,269.1291008656963,13.200000000000001
14499,7.7,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,4,4,5000.0,6.44,Water Drop Notch,50,16,vivo,1080,2408,409.7985835207242,9.6
10499,6.6,Andriod,Dual,4g,False,Helio,Octa Core,2.3,3,3,5000.0,6.51,Water Drop Notch,13,5,vivo,720,1600,269.5141284111989,6.8999999999999995
26990,8.6,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.2,8,8,4500.0,6.43,Punch Hole,64,16,oppo,1080,2400,409.3010052776606,17.6
19990,8.2,Andriod,Dual,4g,False,Helio,Octa Core,2.05,8,8,4050.0,6.44,Water Drop Notch,50,44,vivo,1080,2400,408.66544471045916,16.4
24999,8.9,Andriod,Dual,5g,True,Dimensity,Octa Core,2.6,8,8,4300.0,6.67,Punch Hole,200,16,xiaomi,1080,2400,394.57353282389164,20.8
13969,6.9,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.56,Water Drop Notch,13,8,oppo,720,1612,269.1291008656963,9.2
24999,8.4,Andriod,Dual,5g,False,Snapdragon,Octa Core,2.4,8,8,4700.0,6.44,Water Drop Notch,64,16,vivo,1080,2404,409.23193495914916,19.2
16999,8.1,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,6,6,5000.0,6.6,Punch Hole,50,16,xiaomi,1080,2400,398.7584036265693,14.399999999999999
21899,8.2,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,8,8,4500.0,6.43,Punch Hole,64,32,oppo,1080,2400,409.3010052776606,19.2
75999,8.2,IOS,Dual,5g,True,Bionic,Hexa Core,3.22,6,6,3279.0,6.1,Small Notch,12,12,apple,1170,2532,457.2543463119592,19.32
25999,8.5,Andriod,Dual,5g,True,Other,Octa Core,2.2,8,8,5000.0,6.5,Punch Hole,50,16,motorola,1080,2400,404.89314829774725,17.6
9999,7.5,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.47,Punch Hole,50,13,motorola,1080,2400,406.7705508400861,8.0
49999,8.9,Andriod,Dual,5g,True,Other,Octa Core,3.05,12,12,5160.0,6.8,Punch Hole,50,32,tecno,1080,2400,387.03021528461136,36.599999999999994
17999,8.7,Andriod,Dual,4g,True,Helio,Octa Core,2.2,8,8,4500.0,6.7,Water Drop Notch,108,60,infinix,1080,2400,392.8067856619936,17.6
16940,8.0,Andriod,Dual,5g,False,Other,Octa Core,2.2,6,6,5000.0,6.58,Water Drop Notch,50,16,iqoo,1080,2408,401.07946472241093,13.200000000000001
17990,8.1,Andriod,Dual,5g,False,Snapdragon,Octa Core,2.2,6,6,5000.0,6.67,Punch Hole,108,16,xiaomi,1080,2400,394.57353282389164,13.200000000000001
20990,8.4,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.2,8,8,4800.0,6.7,Punch Hole,108,16,oppo,1080,2412,394.44076267485747,17.6
64449,8.7,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,8,8,4500.0,6.6,Punch Hole,50,10,samsung,1080,2340,390.48602899844605,24.0
8990,7.1,Andriod,Dual,5g,False,Other,Octa Core,2.0,6,6,5000.0,6.58,Water Drop Notch,13,8,vivo,1080,2408,401.07946472241093,12.0
19999,7.7,Andriod,Dual,4g,True,Other,Octa Core,2.0,4,4,5000.0,6.5,Punch Hole,50,16,motorola,720,1600,269.92876553183146,8.0
13499,7.9,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,6,6,5000.0,6.58,Water Drop Notch,50,8,poco,1080,2400,399.97043524853456,13.200000000000001
15499,7.8,Andriod,Dual,5g,False,Other,Octa Core,2.4,8,8,6000.0,6.9,Punch Hole,50,16,tecno,1080,2460,389.3671856910976,19.2
6499,6.5,Andriod,Dual,4g,False,Helio,Octa Core,2.3,3,3,5000.0,6.53,Water Drop Notch,13,5,poco,720,1600,268.68866400565156,6.8999999999999995
36499,8.9,Andriod,Dual,5g,True,Other,Octa Core,2.4,8,8,5000.0,6.5,Punch Hole,64,32,samsung,1080,2400,404.89314829774725,19.2
15999,7.8,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,6,6,5000.0,6.7,Water Drop Notch,50,16,infinix,1080,2400,392.8067856619936,14.399999999999999
31994,8.7,Andriod,Dual,5g,True,Other,Octa Core,3.0,12,12,4500.0,6.55,Punch Hole,50,32,oppo,1080,2400,401.8023609061614,36.0
34999,8.4,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,5000.0,6.7,Punch Hole,50,16,oneplus,1080,2412,394.44076267485747,25.6
18999,8.1,Andriod,Dual,4g,False,Other,Octa Core,2.3,6,6,5000.0,6.67,Punch Hole,108,16,other,1080,2400,394.57353282389164,13.799999999999999
39990,8.8,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,4700.0,6.67,Punch Hole,50,32,other,1080,2400,394.57353282389164,25.6
16499,8.2,Andriod,Dual,4g,False,Helio,Octa Core,2.0,8,8,5000.0,6.4,Water Drop Notch,64,20,samsung,1080,2400,411.2196037398995,16.0
9999,7.3,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.7,Water Drop Notch,50,8,infinix,1080,2400,392.8067856619936,8.0
15990,7.7,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,6,6,5000.0,6.58,Water Drop Notch,50,5,xiaomi,1080,2408,401.07946472241093,13.200000000000001
22700,8.6,Andriod,Dual,5g,False,Other,Octa Core,2.2,8,8,5000.0,6.67,Punch Hole,108,16,xiaomi,1080,2400,394.57353282389164,17.6
50990,8.9,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,8,8,4600.0,6.73,Punch Hole,50,32,xiaomi,1440,3200,521.4077194522747,24.0
64900,7.9,IOS,Dual,5g,True,Bionic,Hexa Core,3.22,4,4,2438.0,5.4,Large Notch,12,12,apple,1080,2340,477.26070210921176,12.88
13799,7.7,Andriod,Dual,4g,False,Other,Octa Core,2.0,6,6,7000.0,6.9,Punch Hole,50,8,tecno,1080,2460,389.3671856910976,12.0
8999,6.5,Andriod,Dual,4g,False,Other,Octa Core,1.82,4,4,5000.0,6.52,Water Drop Notch,13,5,realme,720,1600,269.1007631835743,7.28
21994,8.4,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,8,8,4050.0,6.44,Water Drop Notch,50,44,vivo,1080,2400,408.66544471045916,19.2
12999,7.5,Andriod,Dual,5g,False,Other,Octa Core,2.2,4,4,5000.0,6.5,Punch Hole,48,8,xiaomi,1080,2400,404.89314829774725,8.8
24990,8.3,Andriod,Dual,5g,True,Other,Octa Core,3.1,8,8,5000.0,6.78,Punch Hole,64,16,iqoo,1080,2400,388.1718973355984,24.8
19990,8.2,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,8,8,5000.0,6.6,Water Drop Notch,50,8,samsung,1080,2408,399.8640724050703,19.2
26999,8.2,Andriod,Dual,5g,False,Dimensity,Octa Core,2.6,8,8,5000.0,6.67,Punch Hole,50,16,xiaomi,1080,2400,394.57353282389164,20.8
19999,8.1,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.4,8,8,5000.0,6.67,Punch Hole,50,16,xiaomi,1080,2400,394.57353282389164,19.2
16900,8.3,Andriod,Dual,4g,False,Other,Octa Core,2.2,8,8,5000.0,6.7,Water Drop Notch,108,16,infinix,1080,2400,392.8067856619936,17.6
19999,7.8,Andriod,Dual,5g,False,Other,Octa Core,2.4,6,6,5000.0,6.6,Water Drop Notch,50,8,infinix,1080,2408,399.8640724050703,14.399999999999999
12999,7.5,Andriod,Dual,4g,False,Other,Octa Core,2.0,6,6,6000.0,6.6,Water Drop Notch,50,8,samsung,1080,2400,398.7584036265693,12.0
15999,8.2,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,8,8,5000.0,6.6,Punch Hole,50,16,poco,1080,2400,398.7584036265693,19.2
13999,8.2,Andriod,Dual,4g,False,Helio,Octa Core,2.05,8,8,5000.0,6.43,Punch Hole,64,13,xiaomi,1080,2400,409.3010052776606,16.4
7749,6.1,Andriod,Dual,4g,False,Other,Octa Core,1.6,4,4,5000.0,6.52,Water Drop Notch,8,5,realme,720,1600,269.1007631835743,6.4
24999,8.1,Andriod,Dual,5g,False,Snapdragon,Octa Core,2.2,8,8,5000.0,6.6,Water Drop Notch,50,8,samsung,1080,2408,399.8640724050703,17.6
59999,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,12,12,4610.0,6.67,Punch Hole,200,60,motorola,1080,2400,394.57353282389164,38.400000000000006
25895,8.2,Andriod,Dual,5g,False,Snapdragon,Octa Core,2.2,8,8,4500.0,6.43,Punch Hole,64,16,oppo,1080,2400,409.3010052776606,17.6
46990,8.9,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,4500.0,6.36,Punch Hole,50,32,xiaomi,1080,2400,413.80589055587376,25.6
7499,6.4,Andriod,Dual,4g,False,Other,Octa Core,2.0,3,3,5000.0,6.53,Water Drop Notch,13,5,xiaomi,720,1600,268.68866400565156,6.0
7790,6.0,Andriod,Dual,4g,False,Helio,Octa Core,2.3,2,2,5000.0,6.51,Water Drop Notch,8,5,vivo,720,1600,269.5141284111989,4.6
25999,8.5,Andriod,Dual,5g,False,Other,Octa Core,2.85,8,8,5080.0,6.6,Punch Hole,64,16,xiaomi,1080,2460,407.0656941316021,22.8
6299,6.0,Andriod,Dual,4g,False,Other,Octa Core,1.82,3,3,5000.0,6.5,Water Drop Notch,8,5,realme,720,1600,269.92876553183146,5.46
12999,7.7,Andriod,Dual,5g,True,Other,Octa Core,2.2,4,4,5000.0,6.8,Punch Hole,50,13,motorola,1080,2400,387.03021528461136,8.8
11999,7.5,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,6,6,6000.0,6.7,Water Drop Notch,50,5,xiaomi,720,1600,261.871190441329,14.399999999999999
21890,8.3,Andriod,Dual,5g,True,Other,Octa Core,2.4,6,6,4250.0,6.55,Punch Hole,64,20,xiaomi,1080,2400,401.8023609061614,14.399999999999999
55999,8.7,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,16,16,4800.0,6.7,Punch Hole,50,16,oneplus,1080,2412,394.44076267485747,51.2
14999,7.5,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.6,Water Drop Notch,50,8,samsung,1080,2408,399.8640724050703,8.0
25994,8.5,Andriod,Dual,5g,True,Other,Octa Core,2.0,8,8,4500.0,6.43,Punch Hole,64,32,oppo,1080,2400,409.3010052776606,16.0
42999,8.5,Andriod,Dual,5g,True,Other,Octa Core,2.84,8,8,4500.0,6.62,Punch Hole,50,16,oneplus,1080,2400,397.5536954585132,22.72
33499,8.9,Andriod,Dual,5g,True,Other,Octa Core,2.4,8,8,5000.0,6.5,Punch Hole,64,32,samsung,1080,2400,404.89314829774725,19.2
118999,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,12,12,5000.0,6.8,Punch Hole,108,40,samsung,1440,3080,500.0,36.0
16999,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.2,6,6,5000.0,6.4,Punch Hole,50,16,motorola,1080,2400,411.2196037398995,13.200000000000001
6990,8.0,Andriod,Dual,4g,False,Other,Quad Core,1.3,2,2,4000.0,6.6,Punch Hole,8,8,other,1600,720,265.83893575104617,2.6
29990,8.2,Andriod,Dual,5g,False,Other,Octa Core,2.4,8,8,5000.0,6.0,Punch Hole,50,50,vivo,1080,2400,438.6342439892262,19.2
12944,7.1,Andriod,Dual,5g,False,Other,Octa Core,2.2,4,4,5000.0,6.5,Water Drop Notch,50,5,samsung,720,1600,269.92876553183146,8.8
29990,8.4,Andriod,Dual,5g,True,Other,Octa Core,3.2,8,8,5000.0,6.7,Punch Hole,64,32,poco,1080,2400,392.8067856619936,25.6
64999,8.9,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,16,16,5000.0,6.78,Punch Hole,50,16,iqoo,1440,3200,517.5625297807978,51.2
84999,8.3,IOS,Dual,5g,True,Bionic,Hexa Core,3.22,6,6,4325.0,6.7,Small Notch,12,12,apple,1284,2778,456.7734819486999,19.32
27499,8.5,Andriod,Dual,5g,True,Other,Octa Core,2.4,8,8,5000.0,6.4,Punch Hole,48,13,samsung,1080,2400,411.2196037398995,19.2
8999,6.9,Andriod,Dual,4g,False,Helio,Octa Core,2.3,6,6,5000.0,6.6,Water Drop Notch,13,8,tecno,720,1600,265.83893575104617,13.799999999999999
40480,8.4,Andriod,Dual,5g,True,Other,Octa Core,2.8,8,8,4614.0,6.4,Punch Hole,50,8,google,1080,2400,411.2196037398995,22.4
17999,8.1,Andriod,Dual,4g,False,Other,Octa Core,2.3,6,6,5020.0,6.67,Punch Hole,64,16,xiaomi,1080,2400,394.57353282389164,13.799999999999999
105999,8.0,Andriod,Dual,5g,True,Other,Octa Core,2.9,12,12,5000.0,6.8,Punch Hole,108,40,samsung,1440,3200,516.0402870461485,34.8
8999,6.7,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,6000.0,6.82,Punch Hole,13,8,infinix,720,1640,262.6230284720013,9.2
14999,7.7,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,6,6,5000.0,6.58,Water Drop Notch,50,8,vivo,1080,2408,401.07946472241093,14.399999999999999
19990,8.2,Andriod,Dual,5g,False,Snapdragon,Octa Core,2.2,8,8,4500.0,6.5,Punch Hole,64,32,oppo,1080,2400,404.89314829774725,17.6
23399,8.0,Andriod,Dual,5g,False,Other,Octa Core,2.4,8,8,4700.0,6.44,Water Drop Notch,64,16,iqoo,1080,2404,409.23193495914916,19.2
41990,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.4,8,8,5000.0,6.7,Punch Hole,108,32,samsung,1080,2400,392.8067856619936,19.2
22998,8.2,Andriod,Dual,5g,False,Other,Octa Core,2.4,8,8,5000.0,6.6,Punch Hole,48,16,realme,1080,2412,400.4171378669008,19.2
25999,8.2,Andriod,Dual,5g,True,Other,Octa Core,3.2,6,6,4500.0,6.67,Punch Hole,64,20,poco,1080,2400,394.57353282389164,19.200000000000003
11700,7.4,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.7,Punch Hole,50,16,infinix,2400,1080,392.8067856619936,8.0
6499,8.0,Andriod,Dual,4g,False,Other,Quad Core,1.6,2,2,5000.0,6.5,Water Drop Notch,8,5,samsung,720,1600,269.92876553183146,3.2
15999,8.4,Andriod,Dual,4g,True,Other,Octa Core,2.3,6,6,6000.0,6.78,Punch Hole,108,32,motorola,1080,2460,396.2586403050993,13.799999999999999
64800,8.9,Andriod,Dual,5g,True,Other,Octa Core,2.84,8,8,4500.0,6.7,Punch Hole,48,16,oneplus,1440,3216,525.9210168998101,22.72
14590,8.0,Andriod,Dual,4g,False,Other,Octa Core,2.05,6,6,5000.0,6.43,Punch Hole,108,16,xiaomi,1080,2400,409.3010052776606,12.299999999999999
7499,6.8,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.53,Water Drop Notch,13,5,xiaomi,720,1600,268.68866400565156,9.2
21999,8.2,Andriod,Dual,5g,True,Dimensity,Octa Core,2.4,8,8,5000.0,6.8,Punch Hole,64,16,tecno,1080,2460,395.09317371596666,19.2
11999,7.1,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.5,Water Drop Notch,50,5,samsung,720,1600,269.92876553183146,9.2
12999,7.9,Andriod,Dual,4g,False,Helio,Octa Core,2.05,6,6,5000.0,6.43,Punch Hole,64,16,poco,1080,2400,409.3010052776606,12.299999999999999
20990,8.1,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.2,6,6,4500.0,6.43,Punch Hole,64,16,oneplus,1080,2400,409.3010052776606,13.200000000000001
72999,7.9,IOS,Dual,5g,True,Bionic,Hexa Core,3.22,4,4,3240.0,6.1,Small Notch,12,12,apple,1170,2532,457.2543463119592,12.88
77990,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,12,12,4700.0,6.78,Punch Hole,50,32,oppo,1080,2400,388.1718973355984,38.400000000000006
56999,8.0,Andriod,Dual,5g,True,Other,Octa Core,3.05,8,8,4870.0,6.78,Punch Hole,50,32,vivo,1260,2800,452.8672135581981,24.4
21999,7.9,Andriod,Dual,5g,True,Other,Octa Core,2.2,4,4,5000.0,6.5,Punch Hole,50,16,motorola,720,1600,269.92876553183146,8.8
9499,7.5,Andriod,Dual,4g,False,Other,Octa Core,2.3,4,4,5000.0,6.53,Punch Hole,50,16,motorola,720,1600,268.68866400565156,9.2
7499,6.6,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.53,Water Drop Notch,13,5,xiaomi,720,1600,268.68866400565156,8.0
18000,6.2,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,4030.0,6.2,Water Drop Notch,13,8,vivo,1520,720,271.27478763391787,8.0
38999,8.5,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,5000.0,6.67,Punch Hole,54,16,xiaomi,1440,3200,526.0980437651888,25.6
7145,8.0,Andriod,Dual,4g,False,Other,Octa Core,1.6,2,2,5000.0,6.5,Water Drop Notch,8,5,realme,720,1600,269.92876553183146,3.2
14990,7.7,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,8,8,5000.0,6.55,Water Drop Notch,50,8,vivo,1612,720,269.5399849891553,19.2
15499,7.0,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.56,Water Drop Notch,50,8,oppo,720,1600,267.45990487147935,9.2
9999,6.9,Andriod,Dual,4g,False,Other,Octa Core,2.0,6,6,5000.0,6.53,Water Drop Notch,13,5,xiaomi,720,1600,268.68866400565156,12.0
29999,8.6,Andriod,Dual,5g,True,Other,Octa Core,3.2,12,12,4500.0,6.67,Punch Hole,64,20,poco,1080,2400,394.57353282389164,38.400000000000006
15999,8.4,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,8,8,5000.0,6.4,Punch Hole,108,16,realme,1080,2400,411.2196037398995,19.2
59990,8.9,Andriod,Dual,5g,True,Other,Octa Core,3.2,8,8,5000.0,6.67,Punch Hole,200,20,xiaomi,1220,2712,445.8434858692056,25.6
34990,8.4,Andriod,Dual,5g,False,Other,Octa Core,2.9,8,8,4350.0,6.56,Punch Hole,48,16,iqoo,1080,2376,397.85639181347983,23.2
50999,8.7,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,12,12,4800.0,6.7,Punch Hole,50,16,oneplus,1080,2412,394.44076267485747,38.400000000000006
7999,6.5,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.6,Water Drop Notch,13,8,tecno,720,1600,265.83893575104617,9.2
43999,8.8,Andriod,Dual,5g,True,Other,Octa Core,2.9,8,8,4500.0,6.4,Punch Hole,12,32,samsung,1080,2340,402.68871740464743,23.2
18499,8.3,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,8,8,5000.0,6.6,Punch Hole,50,16,xiaomi,1080,2400,398.7584036265693,19.2
