price,rating,os,sim_type,network_type,NFC,chipset,core_type,clock_ghz,ram_gb,storage_gb,battery_mah,screen_size_in,display_type,rear_camera,front_camera,company_name,resx,resy,ppi,performance_score
32999,8.5,Andriod,Dual,5g,False,Other,Octa Core,2.4,8,8,4300.0,6.44,Small Notch,64,44,vivo,1080,2400,408.66544471045916,19.2
13499,8.0,Andriod,Dual,4g,False,Other,Octa Core,2.3,6,6,6000.0,6.67,Punch Hole,64,20,poco,1080,2400,394.57353282389164,13.799999999999999
35489,8.6,Andriod,Dual,4g,True,Other,Octa Core,2.73,8,8,4500.0,6.5,Punch Hole,12,32,samsung,1080,2400,404.89314829774725,21.84
42999,8.1,Andriod,Dual,4g,True,Other,Octa Core,2.7,8,8,4100.0,6.4,Punch Hole,16,10,samsung,1440,3040,525.5949010407159,21.6
24999,7.8,Andriod,Dual,5g,False,Other,Octa Core,2.2,6,6,4200.0,6.4,Punch Hole,50,16,realme,1080,2400,411.2196037398995,13.200000000000001
20999,8.2,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,8,8,4500.0,6.5,Punch Hole,64,32,oppo,1080,2400,404.89314829774725,19.2
28994,8.4,Andriod,Dual,5g,True,Other,Octa Core,2.84,8,8,5000.0,6.62,Punch Hole,50,16,realme,1080,2400,397.5536954585132,22.72
48900,8.8,Andriod,Dual,5g,True,Other,Octa Core,2.9,8,8,4000.0,6.2,Punch Hole,64,10,samsung,1080,2400,424.48475224763826,23.2
22494,8.6,Andriod,Dual,4g,False,Other,Octa Core,2.2,8,8,4500.0,6.7,Punch Hole,64,32,samsung,1080,2400,392.8067856619936,17.6
8990,6.1,Andriod,Dual,4g,False,Helio,Octa Core,2.3,3,3,5000.0,6.51,Water Drop Notch,8,5,vivo,720,1600,269.5141284111989,6.8999999999999995
8890,6.3,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.6,Water Drop Notch,13,8,tecno,720,1612,267.49801540590414,8.0
18498,8.2,Andriod,Dual,5g,False,Other,Octa Core,2.2,8,8,5000.0,6.58,Water Drop Notch,50,16,iqoo,1080,2408,401.07946472241093,17.6
23999,8.1,Andriod,Dual,5g,False,Snapdragon,Octa Core,2.4,6,6,4700.0,6.44,Water Drop Notch,64,16,vivo,1080,2404,409.23193495914916,14.399999999999999
22994,8.1,Andriod,Dual,5g,False,Dimensity,Octa Core,2.5,8,8,4500.0,6.4,Punch Hole,50,16,realme,1080,2400,411.2196037398995,20.0
12990,7.1,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.5,Water Drop Notch,50,5,samsung,720,1600,269.92876553183146,8.0
14999,7.8,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,6,6,5000.0,6.6,Punch Hole,50,16,realme,1080,2412,400.4171378669008,14.399999999999999
18499,8.0,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,8,8,5000.0,6.5,Punch Hole,48,16,realme,1080,2400,404.89314829774725,17.6
14990,7.8,Andriod,Dual,4g,False,Other,Octa Core,2.0,6,6,5000.0,6.4,Punch Hole,48,16,oppo,1080,2400,411.2196037398995,12.0
12120,7.5,Andriod,Dual,4g,False,Helio,Octa Core,2.0,4,4,6000.0,6.4,Water Drop Notch,64,20,samsung,1080,2400,411.2196037398995,8.0
29990,8.4,Andriod,Dual,4g,True,Helio,Octa Core,2.0,8,8,21000.0,6.78,Punch Hole,64,16,other,1080,2400,388.1718973355984,16.0
20999,8.2,Andriod,Dual,5g,False,Snapdragon,Octa Core,2.2,8,8,5000.0,6.6,Punch Hole,64,16,realme,1080,2412,400.4171378669008,17.6
11999,8.0,Andriod,Dual,4g,False,Other,Octa Core,2.3,6,6,5020.0,6.67,Punch Hole,48,16,xiaomi,1080,2400,394.57353282389164,13.799999999999999
17990,7.3,Andriod,Dual,5g,True,Dimensity,Octa Core,2.2,4,4,5000.0,6.5,Water Drop Notch,50,5,samsung,720,1600,269.92876553183146,8.8
14990,7.7,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,4,4,5000.0,6.6,Punch Hole,50,16,xiaomi,1080,2400,398.7584036265693,9.6
6490,8.0,Andriod,Dual,4g,False,Other,Quad Core,1.3,1,1,5000.0,6.5,Water Drop Notch,8,8,other,1600,720,269.92876553183146,1.3
34999,8.3,Andriod,Dual,5g,True,Other,Octa Core,3.2,8,8,4600.0,6.7,Punch Hole,50,16,realme,1080,2412,394.44076267485747,25.6
6499,8.0,Andriod,Dual,4g,False,Helio,Quad Core,2.0,2,2,5000.0,6.52,Water Drop Notch,8,5,poco,720,1600,269.1007631835743,4.0
104999,8.0,Andriod,Dual,5g,True,Other,Octa Core,3.2,12,12,4500.0,6.71,Punch Hole,200,10,samsung,1440,3214,524.8652069923219,38.400000000000006
13999,7.5,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,4,4,5000.0,6.6,Punch Hole,50,16,realme,1080,2412,400.4171378669008,9.6
16999,7.9,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,6,6,5000.0,6.6,Punch Hole,50,16,xiaomi,1080,2400,398.7584036265693,14.399999999999999
79999,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,12,12,4700.0,6.78,Punch Hole,50,32,vivo,1440,3200,517.5625297807978,36.0
36760,8.7,Andriod,Dual,5g,True,Other,Octa Core,3.0,12,12,4500.0,6.55,Punch Hole,64,32,oppo,1080,2400,401.8023609061614,36.0
23499,8.1,Andriod,Dual,5g,False,Dimensity,Octa Core,2.5,6,6,5160.0,6.67,Punch Hole,108,16,xiaomi,2400,1080,394.57353282389164,15.0
21990,7.6,Andriod,Dual,5g,False,Other,Octa Core,2.4,6,6,5000.0,6.56,Water Drop Notch,48,8,oppo,720,1600,267.45990487147935,14.399999999999999
18999,8.0,Andriod,Dual,5g,False,Other,Octa Core,2.4,6,6,5000.0,6.6,Punch Hole,48,16,realme,1080,2412,400.4171378669008,14.399999999999999
7249,6.6,Andriod,Dual,4g,False,Other,Octa Core,1.6,3,3,5000.0,6.5,Water Drop Notch,48,5,samsung,720,1560,264.3290042451019,4.800000000000001
16990,7.5,Andriod,Dual,5g,True,Other,Octa Core,2.0,4,4,5000.0,6.49,Punch Hole,13,16,oneplus,1080,2400,405.5170206371891,8.0
23890,8.0,Andriod,Dual,5g,False,Snapdragon,Octa Core,3.2,6,6,4520.0,6.67,Punch Hole,48,20,xiaomi,1080,2400,394.57353282389164,19.200000000000003
26380,8.3,Andriod,Dual,5g,True,Other,Octa Core,2.0,8,8,4300.0,6.43,Punch Hole,64,32,oppo,1080,2400,409.3010052776606,16.0
27999,8.7,Andriod,Dual,5g,True,Other,Octa Core,2.84,12,12,4200.0,6.44,Dual Punch Hole,64,32,realme,1080,2400,408.66544471045916,34.08
10850,7.0,Andriod,Dual,4g,False,Other,Octa Core,2.0,6,6,5000.0,6.53,Water Drop Notch,13,5,xiaomi,720,1600,268.68866400565156,12.0
19999,8.1,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.4,6,6,5000.0,6.67,Punch Hole,108,16,other,1080,2400,394.57353282389164,14.399999999999999
19990,8.1,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.2,6,6,5000.0,6.5,Punch Hole,108,16,motorola,1080,2400,404.89314829774725,13.200000000000001
41990,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,4450.0,6.67,Punch Hole,200,60,motorola,1080,2400,394.57353282389164,25.6
69990,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,4860.0,6.73,Punch Hole,50,32,xiaomi,1440,3200,521.4077194522747,25.6
39990,8.8,Andriod,Dual,5g,True,Other,Octa Core,2.5,12,12,4800.0,6.67,Punch Hole,54,32,honor,1080,2400,394.57353282389164,30.0
74999,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,12,12,5000.0,6.7,Punch Hole,50,32,oneplus,1440,3216,525.9210168998101,36.0
36994,8.7,Andriod,Dual,5g,False,Other,Octa Core,3.0,12,12,4300.0,6.56,Small Notch,108,50,vivo,1080,2376,397.85639181347983,36.0
14700,7.6,Andriod,Dual,4g,False,Helio,Octa Core,2.3,6,6,5000.0,6.51,Punch Hole,50,16,oppo,720,1600,269.5141284111989,13.799999999999999
34990,8.6,Andriod,Dual,5g,True,Other,Octa Core,2.84,8,8,5000.0,6.67,Punch Hole,108,16,xiaomi,1080,2400,394.57353282389164,22.72
13990,7.5,Andriod,Dual,4g,False,Other,Octa Core,2.2,4,4,5000.0,6.43,Punch Hole,48,13,xiaomi,1080,2400,409.3010052776606,8.8
14859,7.9,Andriod,Dual,4g,False,Helio,Octa Core,2.0,6,6,6000.0,6.4,Water Drop Notch,64,20,samsung,1080,2400,411.2196037398995,12.0
17999,8.4,Andriod,Dual,4g,True,Helio,Octa Core,2.05,8,8,5000.0,6.8,Punch Hole,64,32,tecno,1080,2460,395.09317371596666,16.4
34990,8.5,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,4700.0,6.7,Punch Hole,64,32,poco,1080,2400,392.8067856619936,25.6
8999,6.5,Andriod,Dual,4g,False,Other,Octa Core,2.0,3,3,4230.0,6.52,Water Drop Notch,13,5,oppo,720,1600,269.1007631835743,6.0
8999,7.1,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.5,Punch Hole,50,8,motorola,720,1600,269.92876553183146,9.2
15824,8.4,Andriod,Dual,4g,False,Other,Octa Core,2.05,8,8,5000.0,6.43,Punch Hole,108,16,xiaomi,1080,2400,409.3010052776606,16.4
22494,8.6,Andriod,Dual,4g,False,Other,Octa Core,2.3,8,8,4500.0,6.5,Punch Hole,64,32,samsung,1080,2400,404.89314829774725,18.4
19650,8.2,Andriod,Dual,4g,False,Other,Octa Core,2.96,6,6,5160.0,6.67,Punch Hole,48,20,poco,1080,2400,394.57353282389164,17.759999999999998
6999,6.1,Andriod,Dual,4g,False,Other,Octa Core,2.0,2,2,5000.0,6.53,Water Drop Notch,13,5,xiaomi,720,1600,268.68866400565156,4.0
16499,8.0,Andriod,Dual,4g,False,Helio,Octa Core,2.0,6,6,5000.0,6.4,Water Drop Notch,64,20,samsung,1080,2400,411.2196037398995,12.0
15999,7.5,Andriod,Dual,4g,True,Other,Octa Core,2.0,4,4,5000.0,6.5,Punch Hole,50,8,motorola,720,1600,269.92876553183146,8.0
26999,8.4,Andriod,Dual,5g,False,Dimensity,Octa Core,2.6,6,6,4980.0,6.67,Punch Hole,200,16,xiaomi,1080,2400,394.57353282389164,15.600000000000001
6999,8.0,Andriod,Dual,4g,False,Helio,Quad Core,2.0,2,2,5000.0,6.6,Water Drop Notch,8,5,infinix,720,1600,265.83893575104617,4.0
12787,7.1,Andriod,Dual,4g,False,Other,Octa Core,1.8,4,4,5000.0,6.6,Water Drop Notch,50,8,realme,1080,2408,399.8640724050703,7.2
9999,7.2,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,6000.0,6.82,Water Drop Notch,50,8,infinix,720,1640,262.6230284720013,9.2
54999,8.6,Andriod,Dual,5g,False,Other,Octa Core,3.05,8,8,4500.0,6.78,Punch Hole,50,32,vivo,1080,2400,388.1718973355984,24.4
15490,7.9,Andriod,Dual,4g,False,Helio,Octa Core,2.0,8,8,5000.0,6.58,Water Drop Notch,64,16,vivo,1080,2408,401.07946472241093,16.0
25999,8.4,Andriod,Dual,4g,False,Helio,Octa Core,2.05,8,8,4700.0,6.7,Punch Hole,50,48,tecno,1080,2340,384.65787931190204,16.4
9499,6.8,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.5,Water Drop Notch,13,5,samsung,720,1600,269.92876553183146,9.2
7999,7.0,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.71,Water Drop Notch,50,5,other,720,1650,268.2935890672578,8.0
63990,8.6,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,4300.0,5.9,Punch Hole,50,12,other,1080,2400,446.068722700908,25.6
34949,8.5,Andriod,Dual,5g,True,Other,Octa Core,2.84,12,12,4500.0,6.62,Punch Hole,48,16,iqoo,1080,2400,397.5536954585132,34.08
8799,7.2,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,5000.0,6.8,Punch Hole,48,8,tecno,1080,2460,395.09317371596666,8.0
12390,7.4,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,6000.0,6.5,Punch Hole,50,8,xiaomi,1080,2400,404.89314829774725,8.0
11499,7.3,Andriod,Dual,4g,False,Helio,Octa Core,2.0,4,4,6000.0,6.4,Water Drop Notch,48,13,samsung,720,1600,274.14640249326635,8.0
42990,8.6,Andriod,Dual,5g,True,Other,Octa Core,3.05,16,16,5000.0,6.73,Punch Hole,50,32,oppo,1080,2412,392.6824829006753,48.8
34999,8.2,Andriod,Dual,5g,True,Other,Octa Core,3.2,8,8,5000.0,6.67,Punch Hole,64,16,other,1080,2400,394.57353282389164,25.6
11999,7.5,Andriod,Dual,4g,True,Other,Octa Core,2.0,4,4,6000.0,6.6,Water Drop Notch,50,8,samsung,2408,1080,399.8640724050703,8.0
10499,7.0,Andriod,Dual,4g,False,Other,Octa Core,1.6,4,4,5000.0,6.52,Water Drop Notch,50,8,nokia,720,1600,269.1007631835743,6.4
8910,6.6,Andriod,Dual,4g,False,Other,Octa Core,1.82,4,4,6000.0,6.82,Punch Hole,13,8,infinix,1640,720,262.6230284720013,7.28
24990,8.5,Andriod,Dual,5g,False,Other,Octa Core,3.2,8,8,4700.0,6.62,Punch Hole,64,16,vivo,1080,2400,397.5536954585132,25.6
17999,8.4,Andriod,Dual,5g,True,Other,Octa Core,2.2,8,8,4500.0,6.43,Punch Hole,64,16,oppo,1080,2400,409.3010052776606,17.6
22999,8.6,Andriod,Dual,5g,True,Other,Octa Core,2.4,8,8,4250.0,6.55,Punch Hole,64,20,xiaomi,1080,2400,401.8023609061614,19.2
6490,8.0,Andriod,Dual,4g,False,Other,Octa Core,1.6,2,2,5000.0,6.5,Water Drop Notch,8,5,realme,720,1600,269.92876553183146,3.2
21990,8.5,Andriod,Dual,5g,False,Other,Octa Core,2.05,8,8,4500.0,6.67,Punch Hole,108,16,infinix,1080,2400,394.57353282389164,16.4
12364,7.6,Andriod,Dual,4g,False,Helio,Octa Core,2.0,4,4,6000.0,6.4,Water Drop Notch,64,20,samsung,1080,2400,411.2196037398995,8.0
39990,8.6,Andriod,Dual,5g,True,Other,Octa Core,2.96,6,6,4500.0,6.71,Punch Hole,64,10,samsung,1440,3200,522.9618408217301,17.759999999999998
11999,7.7,Andriod,Dual,4g,False,Other,Octa Core,2.8,6,6,4000.0,6.18,Large Notch,12,20,xiaomi,1080,2246,403.26390633779283,16.799999999999997
10499,6.5,Andriod,Dual,4g,False,Other,Octa Core,2.0,2,2,5000.0,6.5,Punch Hole,13,5,motorola,720,1600,269.92876553183146,4.0
6299,8.0,Andriod,Dual,4g,False,Helio,Quad Core,2.0,2,2,5000.0,6.56,Water Drop Notch,8,5,tecno,720,1600,267.45990487147935,4.0
21999,8.4,Andriod,Dual,5g,True,Other,Octa Core,2.0,6,6,7000.0,6.7,Punch Hole,64,32,samsung,1080,2400,392.8067856619936,12.0
15999,8.0,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,6,6,5000.0,6.44,Water Drop Notch,50,16,iqoo,1080,2400,408.66544471045916,14.399999999999999
12990,7.1,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.35,Water Drop Notch,13,16,vivo,720,1544,268.287302636844,9.2
15999,7.4,Andriod,Dual,4g,False,Helio,Octa Core,2.2,8,8,6000.0,6.66,Water Drop Notch,50,8,tecno,720,1600,263.4439903839196,17.6
23999,8.4,Andriod,Dual,4g,True,Other,Octa Core,2.4,8,8,4500.0,6.67,Punch Hole,108,16,huawei,1080,2160,362.0619813642838,19.2
12999,7.5,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,4,4,5000.0,6.58,Water Drop Notch,50,8,vivo,1080,2408,401.07946472241093,9.6
8859,6.7,Andriod,Dual,4g,False,Helio,Octa Core,1.8,4,4,5000.0,6.5,Punch Hole,16,8,motorola,720,1600,269.92876553183146,7.2
33749,8.4,Andriod,Dual,5g,False,Snapdragon,Octa Core,3.2,12,12,4700.0,6.62,Punch Hole,64,16,iqoo,1080,2400,397.5536954585132,38.400000000000006
24990,8.4,Andriod,Dual,5g,True,Other,Octa Core,2.85,8,8,5080.0,6.6,Punch Hole,64,16,poco,1080,2460,407.0656941316021,22.8
14999,7.6,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,4,4,5000.0,6.6,Punch Hole,48,16,realme,1080,2400,398.7584036265693,9.6
17990,7.6,Andriod,Dual,5g,False,Other,Octa Core,2.2,6,6,4500.0,6.64,Punch Hole,50,8,vivo,1080,2388,394.70889037798105,13.200000000000001
24990,7.5,Andriod,Dual,5g,False,Other,Octa Core,2.0,8,8,4300.0,6.67,Punch Hole,64,16,honor,1080,2340,386.38797472110105,16.0
11600,7.4,Andriod,Dual,4g,False,Helio,Octa Core,2.2,4,4,5000.0,6.58,Water Drop Notch,50,8,xiaomi,1080,2400,399.97043524853456,8.8
8299,6.2,Andriod,Dual,4g,False,Other,Octa Core,1.82,3,3,5000.0,6.52,Water Drop Notch,13,5,realme,720,1600,269.1007631835743,5.46
11999,7.8,Andriod,Dual,4g,False,Other,Octa Core,2.0,6,6,5000.0,6.47,Punch Hole,50,13,motorola,1080,2400,406.7705508400861,12.0
7289,6.0,Andriod,Dual,4g,False,Helio,Quad Core,2.0,2,2,5000.0,6.52,Water Drop Notch,8,5,xiaomi,720,1600,269.1007631835743,4.0
30990,8.6,Andriod,Dual,5g,True,Other,Octa Core,2.5,8,8,4800.0,6.67,Punch Hole,54,32,honor,1080,2400,394.57353282389164,20.0
15499,7.7,Andriod,Dual,4g,False,Helio,Octa Core,2.0,6,6,5000.0,6.6,Punch Hole,50,16,realme,1080,2412,400.4171378669008,12.0
8499,6.6,Andriod,Dual,4g,False,Other,Octa Core,2.3,3,3,5000.0,6.51,Water Drop Notch,13,8,vivo,720,1600,269.5141284111989,6.8999999999999995
14490,8.0,Andriod,Dual,4g,False,Helio,Octa Core,2.0,6,6,6000.0,6.4,Water Drop Notch,64,20,samsung,1080,2400,411.2196037398995,12.0
15490,8.0,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,6,6,5000.0,6.6,Water Drop Notch,64,8,samsung,1080,2408,399.8640724050703,13.200000000000001
14990,7.8,Andriod,Dual,5g,False,Snapdragon,Octa Core,2.2,6,6,5000.0,6.6,Punch Hole,50,16,realme,1080,2412,400.4171378669008,13.200000000000001
15999,7.5,Andriod,Dual,5g,False,Dimensity,Octa Core,2.2,4,4,5000.0,6.5,Punch Hole,48,8,poco,1080,2400,404.89314829774725,8.8
36000,8.2,Andriod,Dual,5g,True,Other,Octa Core,2.4,8,8,4080.0,6.0,Punch Hole,16,8,google,1080,2340,429.5346318982906,19.2
69999,8.0,Andriod,Dual,5g,True,Other,Octa Core,3.2,12,12,4800.0,6.73,Punch Hole,108,32,oneplus,1440,3412,550.2857773010236,38.400000000000006
26990,8.6,Andriod,Dual,5g,True,Dimensity,Octa Core,2.6,8,8,4300.0,6.67,Punch Hole,200,16,xiaomi,1080,2400,394.57353282389164,20.8
10630,7.1,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,6000.0,6.6,Water Drop Notch,50,8,samsung,1080,2400,398.7584036265693,8.0
42990,8.5,Andriod,Dual,5g,True,Other,Octa Core,2.85,8,8,4500.0,6.7,Punch Hole,50,32,oppo,1080,2412,394.44076267485747,22.8
24990,7.7,Andriod,Dual,5g,False,Other,Octa Core,3.0,8,8,4500.0,6.58,Punch Hole,50,16,vivo,1080,2400,399.97043524853456,24.0
14489,7.7,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,4,4,5000.0,6.44,Water Drop Notch,50,16,iqoo,1080,2400,408.66544471045916,9.6
16490,7.3,Andriod,Dual,4g,False,Other,Octa Core,2.4,6,6,5000.0,6.56,Punch Hole,13,8,oppo,720,1612,269.1291008656963,14.399999999999999
24494,8.2,Andriod,Dual,5g,False,Dimensity,Octa Core,2.5,8,8,4500.0,6.4,Punch Hole,50,16,realme,1080,2400,411.2196037398995,20.0
7999,6.1,Andriod,Dual,4g,False,Helio,Octa Core,2.3,2,2,5000.0,6.51,Water Drop Notch,8,5,vivo,720,1600,269.5141284111989,4.6
23990,8.5,Andriod,Dual,5g,False,Other,Octa Core,2.9,6,6,5000.0,6.8,Punch Hole,108,16,motorola,1080,2460,395.09317371596666,17.4
49959,8.9,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,8,8,5000.0,6.7,Punch Hole,50,32,realme,1440,3216,525.9210168998101,24.0
129900,8.3,IOS,Dual,5g,True,Bionic,Hexa Core,3.22,6,6,3095.0,6.1,Large Notch,12,12,apple,1170,2532,457.2543463119592,19.32
19990,8.0,Andriod,Dual,4g,False,Helio,Octa Core,2.05,8,8,4000.0,6.44,Water Drop Notch,64,16,vivo,1080,2400,408.66544471045916,16.4
23269,8.5,Andriod,Dual,4g,False,Other,Octa Core,2.3,8,8,4000.0,6.44,Water Drop Notch,64,44,vivo,1080,2400,408.66544471045916,18.4
13999,7.5,Andriod,Dual,4g,False,Other,Octa Core,2.3,4,4,5020.0,6.67,Punch Hole,48,16,xiaomi,1080,2400,394.57353282389164,9.2
35389,8.5,Andriod,Dual,5g,True,Other,Octa Core,2.85,8,8,5000.0,6.7,Punch Hole,50,16,oneplus,1080,2412,394.44076267485747,22.8
9499,6.2,Andriod,Dual,4g,False,Other,Octa Core,1.6,3,3,5050.0,6.74,Water Drop Notch,13,5,nokia,720,1600,260.31705874731523,4.800000000000001
12340,7.6,Andriod,Dual,4g,False,Other,Octa Core,2.0,8,8,5000.0,6.6,Water Drop Notch,50,8,infinix,720,1612,267.49801540590414,16.0
10799,7.4,Andriod,Dual,4g,False,Helio,Octa Core,2.2,4,4,5000.0,6.58,Water Drop Notch,50,8,poco,1080,2400,399.97043524853456,8.8
14990,7.3,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,4,4,6000.0,6.7,Water Drop Notch,50,5,xiaomi,720,1600,261.871190441329,9.6
51880,8.0,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,12,12,4600.0,6.73,Punch Hole,50,32,xiaomi,1440,3200,521.4077194522747,36.0
16990,8.0,Andriod,Dual,4g,False,Snapdragon,Octa Core,2.4,8,8,5000.0,6.59,Punch Hole,50,16,oppo,1080,2412,401.0247511261829,19.2
19990,8.4,Andriod,Dual,4g,True,Snapdragon,Octa Core,2.4,8,8,4000.0,6.78,Punch Hole,108,16,huawei,1080,2388,386.5585593082292,19.2
57999,8.7,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.0,8,8,3700.0,6.1,Punch Hole,50,10,samsung,1080,2340,422.4930805556957,24.0
20990,7.7,Andriod,Dual,5g,True,Dimensity,Octa Core,2.2,4,4,5000.0,6.58,Water Drop Notch,50,8,vivo,1080,2408,401.07946472241093,8.8
17990,8.2,Andriod,Dual,5g,True,Other,Octa Core,2.0,6,6,4470.0,6.67,Punch Hole,48,16,nokia,1080,2400,394.57353282389164,12.0
17499,8.2,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,8,8,5000.0,6.5,Punch Hole,64,16,realme,1080,2400,404.89314829774725,19.2
17999,8.0,Andriod,Dual,5g,False,Dimensity,Octa Core,2.4,6,6,5000.0,6.5,Punch Hole,64,16,realme,1080,2400,404.89314829774725,14.399999999999999
49990,8.0,Andriod,Dual,5g,False,Other,Octa Core,3.2,8,8,6000.0,6.51,Punch Hole,200,32,nokia,1080,2408,405.39214713878096,25.6
14999,7.4,Andriod,Dual,5g,False,Snapdragon,Octa Core,2.2,4,4,5000.0,6.67,Punch Hole,48,8,poco,1080,2400,394.57353282389164,8.8
19980,8.2,Andriod,Dual,4g,False,Other,Octa Core,2.3,6,6,5020.0,6.67,Punch Hole,108,16,xiaomi,1080,2400,394.57353282389164,13.799999999999999
35990,8.5,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,12,12,4400.0,6.62,Punch Hole,48,16,iqoo,1080,2400,397.5536954585132,38.400000000000006
15999,7.8,Andriod,Dual,4g,False,Helio,Octa Core,2.0,4,4,5000.0,6.4,Punch Hole,64,16,realme,1080,2400,411.2196037398995,8.0
41999,8.8,Andriod,Dual,4g,True,Other,Octa Core,2.73,8,8,4000.0,6.2,Punch Hole,64,10,samsung,1440,3200,565.9796696635176,21.84
25999,8.3,Andriod,Dual,5g,True,Other,Octa Core,3.1,8,8,5500.0,6.67,Punch Hole,48,20,xiaomi,1440,3200,526.0980437651888,24.8
7990,6.5,Andriod,Dual,4g,False,Helio,Octa Core,1.8,3,3,5000.0,6.5,Punch Hole,16,8,motorola,720,1600,269.92876553183146,5.4
29990,8.4,Andriod,Dual,5g,True,Other,Octa Core,3.0,8,8,4500.0,6.43,Punch Hole,50,32,oneplus,1080,2400,409.3010052776606,24.0
27990,8.3,Andriod,Dual,5g,False,Other,Octa Core,2.36,8,8,4500.0,6.43,Punch Hole,50,16,oppo,1080,2460,417.82792865763196,18.88
29999,8.4,Andriod,Dual,5g,True,Other,Octa Core,3.2,8,8,5500.0,6.67,Punch Hole,64,16,poco,1440,3200,526.0980437651888,25.6
8999,6.8,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,4230.0,6.52,Water Drop Notch,13,5,oppo,720,1600,269.1007631835743,8.0
13999,8.1,Andriod,Dual,4g,False,Helio,Octa Core,2.05,8,8,5000.0,6.43,Punch Hole,64,16,poco,1080,2400,409.3010052776606,16.4
11499,7.1,Andriod,Dual,4g,False,Other,Octa Core,2.0,4,4,6000.0,6.5,Water Drop Notch,50,8,realme,720,1600,269.92876553183146,8.0
27999,8.4,Andriod,Dual,5g,True,Other,Octa Core,2.4,8,8,4300.0,6.43,Punch Hole,64,32,realme,1080,2400,409.3010052776606,19.2
24499,7.9,Andriod,Dual,5g,True,Other,Octa Core,2.0,6,6,5000.0,6.5,Water Drop Notch,48,13,samsung,720,1600,269.92876553183146,12.0
16490,8.0,Andriod,Dual,4g,False,Other,Octa Core,2.3,6,6,5020.0,6.67,Punch Hole,64,32,xiaomi,1080,2400,394.57353282389164,13.799999999999999
24990,8.3,Andriod,Dual,4g,False,Other,Octa Core,2.3,6,6,4500.0,6.5,Punch Hole,64,32,samsung,1080,2400,404.89314829774725,13.799999999999999
9950,6.6,Andriod,Dual,4g,False,Helio,Octa Core,2.3,3,3,5000.0,6.5,Water Drop Notch,13,5,samsung,720,1600,269.92876553183146,6.8999999999999995
12999,7.5,Andriod,Dual,5g,False,Other,Octa Core,2.4,8,8,5000.0,6.56,Water Drop Notch,13,8,oppo,720,1612,269.1291008656963,19.2
19999,8.3,Andriod,Dual,4g,True,Helio,Octa Core,2.2,8,8,5000.0,6.67,Punch Hole,50,16,oppo,1080,2400,394.57353282389164,17.6
32999,8.4,Andriod,Dual,5g,True,Other,Octa Core,2.5,8,8,5000.0,6.73,Punch Hole,50,32,oppo,1080,2412,392.6824829006753,20.0
28498,8.1,Andriod,Dual,5g,True,Snapdragon,Octa Core,2.2,6,6,4500.0,6.58,Water Drop Notch,50,8,nokia,1080,2400,399.97043524853456,13.200000000000001
15998,7.1,Andriod,Dual,4g,False,Helio,Octa Core,2.3,4,4,5000.0,6.56,Water Drop Notch,50,8,oppo,720,1600,267.45990487147935,9.2
59990,8.9,Andriod,Dual,5g,True,Snapdragon,Octa Core,3.2,8,8,4800.0,6.7,Punch Hole,50,60,motorola,1080,2460,400.9900867565035,25.6
